"SEQN","self_eval","teacher_eval","extracurricular","district","SRP_1","SRP_2","SRP_3","SRP_4","SRP_5","SRP_6","SRP_7","SRP_8","SRP_9","SRP_10","SRP_11","SRP_12","SRP_13","SRP_14","SRP_15","SRP_16","SRP_17","SRP_18","SRP_19","SRP_20","SRP_21","SRP_22","SRP_23","SRP_24","SRP_25","SRP_26","SRP_27","SRP_28","SRP_29","SRP_30","SRP_31","SRP_32","SRP_33","SRP_34","SRP_35","SRP_36","SRP_37","SRP_38","SRP_39","SRP_40","SRP_41","SRP_42","SRP_43","SRP_44","SRP_45","SRP_46","SRP_47","SRP_48","SRP_49","SRP_50","y"
988280,3,3,2,6,1.314,-2.042,0.264,0.872,-0.433,1.146,0.968,0.084,-0.298,-0.112,0.116,1.194,-0.855,0.007,1.571,-0.53,-0.13,-0.468,0.92,-0.226,-0.808,-0.763,0.398,0.24,-0.877,0.396,-0.628,-1.22,0.054,1.637,0.033,1.384,-0.136,1.232,0.694,-1.176,1.142,0.548,1.07,-0.937,-1.846,-1.545,0.178,-2.228,0.825,1.338,0.435,-0.57,-0.59,0.409,1.764
738855,3,1,10,1,1.572,0.636,-0.816,-1.081,-1.088,-0.421,0.229,0.338,-0.595,-2.6,0.196,1.149,-1.127,0.425,1.05,-1.102,-0.12,1.165,-0.095,-1.453,-0.071,-0.709,-0.44,-0.259,-0.598,-0.691,0.494,-0.958,1.992,0.373,0.295,-2.097,-0.158,0.037,-0.422,0.408,-0.381,1.064,-0.257,1.457,-1.045,-0.157,0.471,-1.87,-1.197,0.086,-3.085,0.048,-0.316,2.41,-0.086
285090,3,2,4,5,-0.179,-0.62,-1.749,0.51,-0.173,0.126,-0.143,0.449,-0.921,0.689,-0.085,0.191,-0.737,-0.655,0.503,-0.782,1.605,-0.824,0.038,0.622,-0.715,-0.557,-0.44,-0.854,1.496,1.043,1.567,-0.602,0.196,-0.381,0.089,-0.854,0.991,0.586,0.488,-2.649,1.201,-1.053,-0.355,-0.487,0.763,0.175,-0.704,-0.638,-0.878,-0.574,1.724,-0.734,-0.824,-1.094,-0.408
515779,4,4,2,4,1.441,-1.413,0.02,-1.38,-0.13,-2.596,1.037,1.023,0.363,-0.135,-0.563,0.222,-0.023,1.383,-0.015,1.088,2.68,-0.404,0.807,-0.135,-1.972,0.083,0.187,1.54,-0.295,-0.607,-0.388,-0.192,-1.005,0.399,-1.451,0.238,-0.875,-0.375,-0.674,-1.789,0.571,0.629,-0.052,0.881,0.575,1.719,-1.75,-0.613,0.243,-0.868,0.283,1.331,-0.132,0.457,1.203
730123,4,4,6,1,-1.298,0.111,-0.845,-0.708,0.394,-0.827,0.681,0.3,-1.497,-1.293,-0.63,-1.148,-1.09,-0.363,0.238,0.33,1.685,0.883,-0.772,-1.049,-2.495,-1.12,-0.758,-0.646,-0.945,-0.24,-1.732,-1.221,-0.973,-0.586,0.511,0.137,-0.063,-1.026,0.253,-0.246,-0.419,0.575,1.109,-0.093,0.454,-1.503,1.85,-0.347,1.089,-0.177,0.716,1.904,0.085,-0.143,-1.875
833974,3,4,4,3,-1.373,-1.977,-0.731,-0.224,-0.362,-1.595,-0.581,-1.66,-0.134,0.853,0.333,-1.627,-1.08,1.874,-0.401,2.516,-0.984,-0.378,1.067,0.081,-0.363,-0.38,1.259,-1.125,1.349,-0.112,-1.752,-0.382,0.818,1.415,-0.207,-1.06,0.338,-1.112,2.141,-0.407,-1.159,-0.021,-1.038,-0.54,0.063,-1.271,0.798,-0.428,0.361,0.576,1.335,-0.434,0.377,-0.226,-1.046
366748,4,3,4,5,-0.128,-0.575,-0.587,-0.109,-0.251,-1.939,-0.211,0.837,1.702,1.595,1.437,-0.906,-0.456,-0.383,-0.873,-0.459,0.314,-0.307,0.395,0.619,-0.401,-0.719,0.557,-2.021,-0.377,-0.524,1.574,-0.139,-0.92,0.508,0.748,-1.232,0.391,-0.429,-1.733,-0.7,-0.667,2.017,-0.823,0.142,0.821,-0.687,-0.522,-0.245,-1.491,0.887,-0.219,-1.285,-0.683,0.152,-2.142
540540,3,2,7,5,1.065,2.23,0.863,0.16,0.045,0.326,-0.699,-0.142,-0.887,0.497,0.45,0.913,0.288,-0.378,0.715,-0.033,-0.043,-0.374,-1.168,-0.343,-1.242,0.451,-0.383,1.104,1.061,-0.529,-0.584,1.092,-0.084,0.282,2.42,-0.747,-0.404,0.157,0.753,-1.226,-1.151,-0.088,-1.467,0.002,-0.94,-1.678,1.26,0.743,-0.428,-0.315,0.849,-0.707,0.864,-0.557,-0.704
15296,2,1,8,7,0.775,0.534,-0.476,0.689,0.209,2.683,0.646,1.811,0.91,0.211,1.241,1.654,-1.857,1.534,0.654,0.779,-0.029,0.339,-0.101,0.401,0.701,0.158,-1.503,-1.347,0.614,-0.445,-0.037,-0.51,-1.715,-0.188,-0.569,1.262,0.386,1.512,0.162,1.666,-0.497,1.061,0.13,1.195,0.904,-0.733,-0.018,0.342,-0.687,0.147,-0.16,0.907,-0.935,-0.682,2.095
859247,5,4,4,1,0.023,0.655,-0.612,0.468,0.977,-1.123,1.019,0.691,-0.29,-0.183,-0.787,-0.284,1.144,-0.604,-0.237,0.15,0.995,1.5,0.106,-0.81,-0.161,-0.486,0.203,0.089,1.209,1.22,-0.494,-0.594,-0.057,-1.409,-0.212,-0.549,-0.063,1.64,0.796,-0.901,-1.368,-0.626,-0.441,0.225,1.323,0.58,0.414,0.647,2.211,-0.625,0.629,1.432,0.307,0.988,-0.457
53130,4,4,8,4,0.057,-0.271,1.361,-0.988,-1.223,0.784,1.586,-0.122,0.436,2.135,-0.242,0.958,0.518,-1.289,-0.419,0.285,1.441,-0.359,0.438,0.272,0.411,-0.118,-1.45,1.177,-1.762,1.57,-0.403,-0.705,2.25,2.092,-0.647,0.737,-0.837,1.375,0.773,-0.124,-0.566,0.1,1.873,0.493,-0.714,0.431,0.413,0.519,-0.845,2.413,-0.545,0.01,-2.639,-0.144,3.523
634528,5,4,6,1,2.157,-1.315,-0.864,0.456,-0.233,-2.026,-0.56,0.377,-1.429,1.302,-1.371,0.755,0.619,-0.787,0.164,0.22,1.798,-0.208,-0.264,-0.18,-0.269,-0.697,-0.86,0.3,1.591,1.126,-0.076,-0.219,-0.84,-0.121,0.973,-0.54,-0.863,-0.575,-1.983,-0.994,-0.236,-0.017,0.48,-0.667,-2.075,-1.155,0.547,0.844,-0.031,-0.375,0.659,-0.941,0.802,0.326,-1.036
75344,3,3,8,6,-0.777,0.845,-0.263,1.119,-0.61,-0.872,0.312,0.881,-0.126,-1.297,0.329,-1.361,0.593,1.404,-2.642,0.548,0.651,0.279,0.043,-0.881,0.259,-1.122,1.438,0.815,0.074,-0.569,0.29,-0.613,1.359,-0.703,-0.599,-1.9,-0.769,0.61,-0.224,1.914,1.771,1.3,-0.589,-1.144,0.61,0.336,-2.025,-1.088,-0.587,1.024,1.331,-0.843,-0.579,-1.077,0.748
154648,1,1,4,6,-0.068,-0.517,-0.852,-1.165,-0.076,1.282,-1.291,-0.946,0.249,0.275,-0.784,1.262,-1.849,0.253,-0.129,-1.268,0.25,1.451,-1.216,-1.309,-1.46,0.982,0.486,-1.145,-1.225,1.495,1.231,-0.323,0.222,-0.849,-1.228,1.23,0.489,-0.303,-0.475,0.824,-0.218,-0.817,1.491,0.758,-1.094,-0.18,1.12,0.689,-0.457,-0.101,0.623,0.595,-1.433,-0.153,-1.277
206473,4,2,10,3,0.204,2.384,1.585,-1.188,0.108,-1.501,1.16,0.819,1.432,0.34,1.069,-0.253,0.421,-1.842,0.696,0.48,0.148,0.012,1.913,-0.344,0.172,0.912,0.186,0.143,1.056,0.638,0.638,-0.39,0.882,0.843,0.95,0.391,-1.931,0.481,0.039,1.811,-1.709,-0.068,0.665,0.17,0.088,0.409,1.097,0.818,1.68,-0.547,1.054,0.247,1,1.817,2.098
821983,1,1,8,3,0.873,1.381,0.687,-1.227,1.058,1.001,-0.437,-0.03,-0.402,0.766,-0.949,-0.653,1.036,0.317,0.507,1.303,1.404,1.55,0.652,0.728,2.202,-1.62,0.293,0.441,-1.119,-0.067,0.02,-1.122,0.18,-0.888,0.749,0.552,0.371,-0.439,0.245,-1.249,1.344,-1.749,-0.509,-1.029,0.693,-0.587,-1.745,1.054,-1.261,0.577,-0.077,-2.479,1.163,-0.035,2.459
520760,4,3,9,6,-0.018,0.069,-1.34,-1.949,-1.764,0.954,-1.554,-0.364,-0.167,-0.392,-0.081,-0.91,-1.828,-2.037,1.044,0.184,1.772,0.004,1.192,0.167,0.532,1.602,1.2,1.321,0.806,-0.007,-0.656,-0.079,-0.129,-0.128,1.174,0.613,-1.32,-0.729,2.143,-1.41,0.289,0.754,0.555,0.715,2.864,1.267,-1.061,2.296,1.252,0.857,2.008,-0.2,1.658,-0.228,3.733
687175,2,1,8,7,-0.982,-2.424,-0.788,-0.001,1.228,-0.637,-0.443,-0.237,-0.778,-0.214,-0.371,-1.723,0.122,-0.917,-1.059,0.474,-0.534,-0.186,0.217,0.361,0.803,-1.467,1.261,0.55,1.187,-0.548,0.69,-0.798,0.173,0.049,0.469,0.064,-0.099,-0.643,-0.522,0.649,-0.546,0.23,0.823,0.438,-0.854,0.888,0.689,-1.315,-0.914,1.077,0.315,1.075,-0.635,0.639,-0.406
709511,2,2,7,1,-0.278,0.667,0.053,-0.104,0.584,0.024,0.936,0.155,0.632,0.417,0.547,0.343,0.985,-0.481,0.815,1.683,0.724,1.135,0.977,-0.089,0.641,-0.024,0.003,0.09,0.497,-0.766,-0.855,-0.392,0.473,-0.117,-1.049,-0.255,-0.12,-1.441,-1.367,-0.132,-0.284,1.159,-0.368,0.35,2.24,0.182,1.184,-1.322,-0.102,0.582,-0.422,1.34,-1.014,0.812,0.896
63549,1,1,1,6,-1.437,-1.649,-0.181,-0.575,2.263,-1.913,0.499,0.963,-0.526,-0.471,-0.131,0.889,2.323,-0.53,0.249,0.88,-0.639,-0.021,1.757,-0.669,0.796,0.105,-1.703,-0.592,0.354,1.85,-0.113,0.365,-0.316,1.161,-0.201,-2.309,1.182,-0.829,1.117,-0.287,0.609,-0.752,0.211,0.486,-1.069,0.656,0.869,0.4,0.931,1.178,-0.797,-0.824,-0.061,-0.796,-0.492
654628,3,2,4,4,1.549,-0.13,0.433,0.124,-0.542,0.221,-1.355,0.825,1.185,-0.545,-1.664,1.641,1.855,-0.325,0.559,1.359,1.018,-0.389,-1.246,-0.381,1.705,0.43,0.025,-0.655,-1.446,0.187,-0.675,-2.032,-0.661,-1.06,0.889,0.962,-1.333,0.894,-1.643,0.973,0.785,-0.328,1.717,-0.284,0.985,0.38,-0.683,-0.099,1.637,0.436,0.701,-0.125,0.521,-0.805,2.526
727110,3,5,5,6,1.019,0.656,-0.964,-1.405,-0.059,-0.403,-0.045,1.081,0.756,1.151,-0.446,1.33,-1.195,1.054,0.246,0.216,1.811,1.505,-1.303,-0.453,0.131,-0.919,0.357,0.631,-0.533,0.821,-0.878,0.747,-2.347,0.271,-0.385,0.473,-0.127,-0.787,0.303,-0.704,0.068,0.762,0.677,2.389,-0.918,1.045,1.435,-0.114,-0.872,-0.195,-0.803,0.694,-2.3,-1.046,2.556
673895,3,4,8,7,-1.588,1.538,-0.082,1.451,-0.965,-0.545,0.88,0.503,1.712,-0.754,-0.008,1.56,-3.041,-1.025,-0.529,-0.192,-1.524,-0.753,0.112,1.321,1.343,-1.261,-1.091,0.64,0.917,0.068,-0.296,-0.105,0.862,-1.001,0.042,-1.125,-0.177,-1.078,0.916,0.259,-1.029,-1.644,-0.043,-0.762,-0.833,-0.34,-1.759,1.374,-1.959,0.163,-0.471,-0.406,0.813,1.288,-1.857
174639,1,1,7,2,0.62,-0.713,-0.74,-0.475,-0.526,1.695,0.388,0.172,0.179,0.189,-0.655,0.807,-0.442,-0.746,-1.669,-0.854,0.699,0.492,-1.904,1.952,-0.443,-1.041,-0.155,-1.144,0.894,-1.336,-1.231,-0.13,2.867,-2.103,2.056,0.219,0.33,-0.925,-1.606,0.656,0.701,0.381,-0.831,0.833,-0.357,0.225,1.222,0.098,-1.071,-1.141,-0.538,1.667,0.094,2.452,-0.634
373191,3,2,5,5,-0.908,0.101,-0.902,-0.408,0.421,-0.843,0.041,-1.659,-0.756,0.41,2.329,-0.801,-0.972,0.805,-0.365,-0.298,-1.56,0.924,-0.084,-0.564,-0.186,0.355,-0.285,-0.681,-0.719,0.016,-1.127,-0.357,0.704,-0.74,-0.699,1.695,-0.875,-0.018,-0.581,0.12,-0.5,-0.621,-0.325,0.477,-0.38,0.96,0.626,1.118,1.388,-0.744,-0.996,0.195,-1.906,-0.89,-1.861
491091,2,3,8,6,-0.254,-0.947,0.67,-0.028,-2.367,0.65,-0.836,0.359,0.666,0.394,0.197,-0.455,1.088,-1.214,-0.829,-0.296,-0.196,0.962,-1.609,-0.567,0.299,1.391,-0.079,-1.076,-0.419,0.193,-0.364,0.115,2.32,0.771,0.049,-0.472,0.483,-1.489,-0.295,-1.052,2.024,-0.839,-0.226,-0.353,0.88,-2.109,0.035,-0.477,-0.374,0.3,-1.276,1.196,-0.772,-0.896,-0.034
59253,5,5,1,1,-1.039,-0.338,1.155,0.408,-0.556,-0.507,-0.433,1.075,0.213,0.774,-0.082,-0.253,-0.635,0.65,-0.77,-0.724,0.928,-1.023,-1.393,1.083,0.275,0.814,-0.822,-1.765,-0.754,0.382,1.333,-1.067,1.386,0.065,-0.781,-0.466,2.096,-0.025,0.61,0.179,0.69,0.426,-0.393,-0.95,0.585,0.879,-0.899,-0.558,-1.265,-0.234,0.314,-0.945,1.019,-0.585,-1.315
30420,5,5,2,2,-0.399,-1.242,2.635,-1.452,0.459,-0.431,0.904,0.584,0.802,-1.443,2.147,0.082,0.016,1.123,-0.554,0.447,-1.537,-0.322,-0.084,-0.208,0.239,-0.78,0.297,-0.107,0.286,-0.355,1.262,0.535,1.678,-0.438,0.035,-0.29,-0.349,1.777,-1.17,-0.348,1.552,0.309,-1.307,-0.772,-0.341,1.787,1.228,0.849,2.108,0.54,-0.766,1.858,-1.056,-0.365,2.122
703556,1,1,5,7,0.299,-0.372,1.52,0.553,-1.853,0.934,0.672,0.333,-0.401,0.065,-0.76,-0.427,1.021,-0.327,-1.417,0.059,-1.129,0.667,0.88,-2.16,0.248,1.195,-0.668,0.343,-1.43,-0.396,-0.83,1.956,1.047,0.195,0.153,0.331,-0.173,-1.144,1.181,0.181,1.037,-0.237,0.512,0.918,0.837,1.367,0.525,-1.414,-1.163,-1.473,0.699,0.039,-0.447,-0.505,1.549
446461,5,4,8,5,0.932,-2.137,0.716,0.562,-0.731,0.43,-0.469,1.292,-0.641,0.363,0.429,-0.651,-0.57,-1.53,-0.113,-0.326,-0.227,-0.172,-0.2,0.36,0.151,1.378,2.771,0.141,-0.593,1.48,1.222,-1.091,-1.119,-1.069,1.837,0.383,-1.104,-0.896,-1.693,-0.39,1.882,-0.116,-0.187,-0.816,-0.13,0.398,0.768,0.749,-0.645,-0.654,0.055,1.71,-1.104,-0.206,-0.047
784009,5,4,5,3,-1.576,1.175,0.685,-1.452,2.194,-2.66,-0.182,0.414,0.711,-0.117,1.409,-0.511,-0.066,1.041,-0.173,-0.773,-0.478,-0.724,0.061,-0.836,-1.833,0.33,-0.142,0.827,0.141,0.309,0.247,-0.887,0.237,-1.456,-1.187,0.582,0.329,-2.43,-1.112,0.835,0.804,-0.789,-0.398,1.905,0.167,0.164,1.759,-1.072,1.603,1.16,-0.584,-0.804,-0.362,-0.415,-1.174
424147,5,4,1,2,-0.055,0.452,1.793,0.196,0.633,0.607,0.257,1.021,-0.573,-0.373,-2.342,0.375,-0.742,-0.478,0.938,-0.426,-0.216,2.28,-0.113,-1.08,0.226,0.616,0.511,1.486,1.747,0.218,-0.479,0.12,0.513,2.77,0.337,-1.469,-0.587,2.466,-0.4,-0.194,0.468,0.048,-0.63,1.5,0.001,1.708,0.556,1.342,-0.754,0.985,-0.481,-0.691,-0.73,-1.217,3.627
16346,1,1,3,3,0.968,-0.248,-1.648,0.242,1.32,0.343,0.582,0.724,0.353,-0.968,-0.242,1.297,0.579,-0.078,-0.093,-1.681,0.828,-0.314,-0.522,1.086,-0.24,-0.197,1.381,-0.756,0.232,2.341,-0.454,-0.741,-0.892,-0.924,0.872,-0.592,-0.092,-0.089,0.133,0.077,0.067,-0.347,-1.44,0.424,0.066,-0.268,1.435,1.151,0.364,-1.984,-1.753,0.068,-0.65,-0.351,0.374
497020,5,5,1,6,2.165,-1.906,1.903,-1.075,-0.954,-1.022,-0.274,-1.06,-0.401,-0.813,-0.321,0.956,0.12,-0.143,-1.285,0.487,-0.069,2.091,-0.169,-0.381,-0.817,-0.184,0.184,-0.857,-0.938,0.205,-0.191,1.206,-1.169,1.467,-1.027,-0.201,-0.196,0.289,0.442,0.044,0.96,0.656,1.149,1.589,0.882,-0.686,-0.36,-0.453,2.296,1.307,-1.337,0.876,-1.749,0.673,1.413
14099,3,3,4,7,-1.272,0.133,2.186,0.543,0.188,0.09,0.479,-0.881,-0.832,-0.234,-0.732,0.756,0.536,-0.832,-0.893,-0.47,-0.263,1.089,1.935,-0.844,0.099,0.294,1.118,0.416,-0.322,-0.633,0.191,-2.792,0.822,-1.956,0.48,0.935,0.243,-0.207,-0.647,0.166,0.235,0.5,-0.908,-0.216,1.995,-0.456,0.456,0.487,0.294,-1.361,-1.665,1.786,0.248,-1.112,-0.564
251484,3,2,7,2,-1.281,-0.863,1.5,-0.134,-0.32,0.315,-1.007,0.177,-0.978,-1.537,0.76,-0.957,-2.222,-1.045,0.682,2.636,-2.035,0.36,-1.394,0.685,0.107,-1.257,-0.375,-0.764,0.322,-2.007,0.29,0.571,1.375,-1.107,-2.096,-0.578,-0.312,-1.849,-0.039,-0.849,0.042,0.3,0.988,-0.363,0.118,0.797,-0.904,-1.198,-0.747,-1.053,-0.1,-1.385,-0.016,0.235,0.008
664291,3,3,7,3,-0.771,-0.254,0.883,-1.121,1.988,1.5,0.506,-0.24,0.93,-1.453,0.796,1.175,0.263,0.321,-0.535,-0.789,-0.81,1.722,1.52,-1.136,-0.773,1.334,-0.077,-0.498,0.525,0.369,0.207,-1.759,0.131,0.964,1.49,0.79,-0.398,-0.476,0.869,-0.613,0.123,0.55,-1.353,0.948,-0.684,-0.145,-0.269,-1.217,1.979,0.699,1.439,-0.037,-1.074,1.756,0.44
326819,3,2,3,1,-1.094,-1.01,-0.743,-1.895,0.354,-0.476,-1.013,2.517,1.552,-0.881,-1.254,-0.175,1.336,0.696,0.345,-0.036,0.015,0.618,0.104,0.488,1.881,-1.329,0.126,-1.803,-0.856,0.176,0.393,-0.486,0.146,0.181,0.241,1.102,1.385,1.159,0.646,0.802,-0.82,-1.187,-0.428,-0.753,0.305,-0.503,-0.152,-1.402,-0.157,0.669,0.513,0.705,-0.088,-0.366,-0.561
315636,1,1,8,4,0.135,-2.521,0.146,-1.055,0.432,0.796,-1.077,-1.267,0.308,-0.658,1.598,-0.562,0.779,-0.345,0.653,0.414,1.398,0.836,-0.221,-0.145,1.441,-0.046,-0.503,-0.868,1.081,0.16,0.205,1.255,-1.428,1.183,0.441,0.802,-1.431,-0.664,-0.728,1.078,0.382,0.935,-1.206,-1.369,-0.708,-0.023,0.755,0.488,1.083,-0.232,1.745,0.199,0.765,0.425,0.765
22541,4,5,5,1,0.165,-0.173,0.819,-0.433,-0.481,-0.75,0.461,1.046,-0.13,0.251,0.13,-0.807,0.378,-0.539,-0.003,-1.31,0.455,0.674,0.933,-0.101,-0.643,0.017,-0.88,1.858,-0.609,0.524,0.769,0.117,-0.778,-0.843,-0.47,-0.068,1.743,0.192,-1.171,-2.106,1.95,-0.729,-0.927,0.234,0.71,-0.991,0.625,-0.511,0.233,1.377,1.874,1.013,-0.375,1.812,-0.726
668043,5,5,1,2,0.696,1.347,1.425,-0.474,1.297,-1.837,1.01,0.859,0.589,-0.815,-0.151,0.859,0.217,1.668,-1.352,-0.669,-0.911,0.588,-0.112,0.962,-1.315,0.562,-0.765,-1.106,0.596,-0.046,1.524,-0.107,-0.064,-0.005,1.116,-0.88,0.869,0.022,-1.017,-0.504,0.387,-1.515,0.628,0.776,0.448,0.223,0.856,0.62,-1,1.797,0.633,-0.704,1.424,0.517,2.794
250179,4,4,8,1,-1.321,0.22,0.845,-0.315,-0.342,1.348,-0.782,-1.057,1.143,1.001,0.049,0.164,1.3,1.1,0.169,-0.185,1.103,-0.694,-0.512,0.153,1.404,-1.462,1.355,-0.771,0.96,-1.656,-0.093,-1.28,0.482,-0.124,-0.674,0.87,-1.731,0.492,-0.625,-0.647,0.757,-0.157,1.923,0.721,-1.139,-2.013,1.918,0.588,2.255,-0.477,-0.223,0.366,-0.796,0.388,0.359
715046,4,4,6,3,0.523,1.141,0.106,-0.309,0.741,-0.395,-0.145,0.156,1.437,-0.434,-1.046,-0.179,0.926,0.364,0.155,-1.731,0.845,1.921,-1.308,-0.341,-0.322,0.298,0.144,0.34,-0.819,-1.479,0.335,0.672,-0.954,-1.746,0.679,0.178,-0.792,-0.214,0.95,0.828,-0.839,-1.287,-0.87,1.517,-0.176,-0.751,0.934,0.982,0.541,1.388,0.208,-1.561,-0.722,-0.333,-0.374
394039,2,1,3,5,-0.285,0,1.17,0.278,0.146,-0.226,0.779,0.49,0.204,0.204,0.691,-1.972,-0.357,-0.219,-2.521,0.435,-0.844,2.531,0.806,-0.987,1.159,-1.031,-1.734,-0.829,1.572,0.349,-0.607,0.324,-0.88,-0.945,1.193,2.03,1.65,-0.386,0.564,1.142,-0.129,-0.031,0.588,0.435,-0.728,0.85,2.162,-0.902,1.118,-0.33,0.631,2.53,0.331,1.75,1.753
522418,2,1,3,6,-0.463,-0.081,-2.055,0.784,0.632,-1.622,0.548,-0.289,-1.389,0.257,0.138,-0.467,-0.489,-1.881,1.655,-0.293,-0.111,0.565,1.028,-0.854,-1.827,-0.619,1.569,0.553,0.619,-0.487,-0.85,0.628,-0.28,-1.79,0.515,0.421,-0.541,-1.217,-0.95,0.577,-1.084,-1.211,0.429,0.5,-1.109,0.704,-0.411,1.396,-0.081,0.919,0.687,-0.244,0.479,0.764,0.631
609294,2,1,6,4,0.953,0.616,-0.457,-1.377,-1.41,-0.25,-0.854,-0.867,0.616,0.94,-0.409,-1.437,-0.175,-0.706,0.98,-0.681,2.031,1.22,-0.701,-1.263,0.379,0.841,-1.33,1.415,0.731,0.032,0.482,0.292,1.757,0.634,-0.422,-1.09,0.346,-0.183,0.073,-0.095,0.001,1.471,-2.154,-0.611,0.758,1.512,1.682,-0.175,0.684,0.362,-0.479,1.589,-2.839,-2.083,1.322
205589,3,3,10,5,1.09,1.09,2.268,0.695,-1.757,-0.783,0.958,0.795,0.192,0.37,-1.757,0.207,1.033,1.039,1.349,-1.812,-1.314,0.544,-0.674,-0.155,-0.953,-0.321,0.443,0.254,-0.951,0.449,0.443,2.551,0.505,0.461,-1.998,0.719,-1.535,1.617,0.092,0.24,0.492,1.173,1.38,-0.596,-1.038,1.197,0.096,0.5,-0.237,-0.279,-0.219,-0.158,1.105,-0.905,0.36
35338,4,5,4,5,1.208,0.23,-1.25,1.69,0.199,0.687,0.921,0.882,-1.283,0.842,0.768,0.451,0.06,0.396,1.546,0.462,-0.055,0.733,1.022,-1.476,0.029,0.244,1.405,0.794,1.867,-0.393,-1.697,-0.134,-1.261,0.796,1.02,0.474,-0.373,-0.604,1.578,0.761,-0.117,-0.368,0.586,-0.135,-0.265,-0.093,0.703,-0.251,0.483,-0.456,0.957,-2.186,1.094,-0.142,1.353
809232,1,1,9,7,-2.326,0.041,-0.031,-0.929,-1.138,0.129,2.842,2.183,2.125,0.935,-2.683,-0.191,-0.759,-1.479,-0.545,-0.716,0.462,0.052,1.474,-1.43,-1.741,-1.094,-1.614,-0.714,0.681,0.301,0.314,-0.314,-0.291,-1.914,0.324,0.306,-1.411,0.359,0.964,0.866,1.669,2.736,-0.318,0.532,-0.881,1.13,0.68,-0.552,0.965,-0.215,0.216,0.019,-0.984,-1.496,1.005
779977,4,3,2,3,0.419,-1.373,0.477,-0.055,-2.546,-1.07,0.256,-0.677,-0.904,-0.885,0.103,0.003,0.498,0.246,-1.11,1.438,-2.308,0.111,-0.588,-1.152,1.22,0.925,0.896,-0.349,-0.383,-0.142,2.159,-0.125,-0.345,0.559,-0.207,0.319,-0.372,-1.322,-0.211,-0.121,-0.929,0.271,-0.385,0.741,-0.918,1.071,0.859,0.123,-0.287,-1.013,-0.474,0.784,0.308,-0.819,-1.902
900850,2,1,3,4,-0.912,0.879,-1.365,-0.173,-1.419,-1.382,0.871,0.176,0.071,1.143,0.046,-0.632,-1.615,-1.967,0.084,-0.871,-0.261,-1.838,0.209,-1.395,0.312,0.578,1.35,-0.089,0.934,-1.824,-0.307,1.668,1.151,1.045,-0.956,-0.22,0.876,0.111,-0.61,-1.716,-0.551,-1.577,0.27,-0.321,1.929,1.839,-0.888,-0.434,-0.059,-0.702,-1.342,0.369,-0.786,-0.433,-0.878
409459,4,2,4,2,1.062,0.152,-0.054,0.662,0.466,-0.111,0.41,-1.286,-0.643,-0.478,-0.285,-0.13,-1.888,1.684,-1.168,0.759,1.533,-1.462,-1.729,0.461,0.802,-0.546,-0.185,-1.194,-0.26,1.817,-2.028,0.267,0.559,-1.807,-0.832,0.707,-1.183,-0.34,-0.524,-0.362,0.138,-1.054,-0.301,0.36,-0.229,-1.204,1.233,0.463,-1.339,0.22,0.174,-1.026,0.924,-0.07,0.553
115829,1,1,4,2,0.407,0.232,0.851,-0.054,1.31,1.25,-0.632,-1.071,0.934,0.605,-1.442,0.776,-0.735,-0.759,2.019,-0.291,-0.637,0.349,0.537,-0.361,1.333,0.101,-1.5,0.241,-0.747,-0.692,-0.024,-1.426,-0.279,-1.4,-0.779,-1.423,0.531,2.2,-1.585,-1.399,-1.396,-0.387,-0.373,-0.51,-0.755,0.402,-0.672,-0.739,-1.436,-1.283,0.05,-0.511,-0.114,0.581,-1.385
812523,1,1,1,1,-0.109,-0.706,-1.99,0.226,-0.719,0.534,-0.752,1.104,-0.059,1.898,0.615,-0.124,0.68,-0.424,-0.052,-0.44,-0.211,-0.347,0.213,0.263,-0.65,0.15,-0.193,-0.454,0.753,1.05,-2.575,0.024,-0.409,0.145,0.671,-0.382,-1.786,-0.444,1.064,-0.592,0.517,-0.203,0.521,-1.011,-1.732,0.957,0.199,-1.093,0.456,-2.362,-0.451,-0.02,1.099,1.627,0.412
883550,5,4,8,3,-0.114,0.076,0.911,-1.198,1.187,0.445,-0.45,-0.212,0.676,1.124,0.699,-0.819,-0.259,-0.658,-0.517,-0.391,-0.776,2.272,0.292,0.597,-0.252,2.437,-1.518,0.174,-1.974,3.207,1.044,0.022,1.116,-2.113,0.106,-1.449,0.558,0.338,1.609,-0.367,-1.336,-1.776,-0.319,-1.826,0.497,1.75,-0.633,-1.585,0.381,-0.2,-1.287,1.242,0.932,-0.851,-1.114
625655,5,4,6,3,1.262,0.744,0.389,0.362,0.825,-0.165,0.83,-0.193,1.348,0.594,-0.404,-2.19,-0.363,-2.715,-0.529,1.184,-0.464,0.473,1,-0.227,1.816,1.9,-1.194,-0.634,0.468,0.851,0.264,1.424,0.285,-0.229,-0.43,-1.029,0.638,0.669,0.069,1.081,0.265,1.124,1.265,0.639,0.353,-0.24,1.333,-0.242,0.56,-0.22,-0.042,-0.39,1.914,0.625,2.109
